,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Aidat,Cephe,Depozito,Yakıt Tipi,Yetkili Ofis,Rent,Site İçerisinde,Krediye Uygunluk,Tapu Durumu,Takas,Kira Getirisi
1285,Ankara,Gölbaşı,İncek,102968-2543,17-03-2023,5 + 1,228 m2,21 ve üzeri,Sıfır Bina,Yerden Isıtma,35 Katlı,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,"Kuzey, Doğu, Batı",17.700 TL,Doğalgaz,Evet,17.700 TL,Kent İncek Konutları,,,,
1286,Ankara,Sincan,Cumhuriyet,0-40556314,05-04-2023,1 + 1,50 m2,Ara Kat,10 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,Güney,6.000 TL,Doğalgaz,,4.000 TL,,,,,
1287,Ankara,Etimesgut,Altay,131448-50,25-03-2023,1 + 1,55 m2,4. Kat,30 Yaşında,Merkezi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,,"Doğu, Batı",7.500 TL,Doğalgaz,Evet,7.500 TL,Kutlutaş Sitesi,,,,
1288,Ankara,Gölbaşı,İncek,40002-2028,22-03-2023,2 + 1,90 m2,20. Kat,Sıfır Bina,Yerden Isıtma,28 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,450 TL,Batı,16.000 TL,Doğalgaz,Evet,8.000 TL,Kent İncek Konutları,,,,
1289,Ankara,Çankaya,Sokullu Mehmet Paşa,44819-1958,10-04-2023,3 + 1,110 m2,Kot 1,29 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,"Güney, Batı",10.000 TL,Doğalgaz,Evet,10.000 TL,,,,,
1290,Ankara,Çankaya,Kırkkonaklar,18887-7459,25-03-2023,5 + 1,215 m2,9. Kat,4 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Eşyalı,2,,,Boş,1.2 TL,"Kuzey, Güney, Doğu, Batı",,,,22.000 TL,Aventurin Kule Konutları,Uygun değil,,,
1291,Ankara,Çankaya,Gaziosmanpaşa,129908-328,10-04-2023,1 + 0,50 m2,Kot 3,20 Yaşında,Merkezi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,,,Doğalgaz,Evet,8.000 TL,,,,,
1292,Ankara,Çankaya,Osman Temiz,6431-995,07-04-2023,3 + 1,115 m2,Kot 1,16 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,Doğu,9.500 TL,Doğalgaz,Evet,9.500 TL,,,,,
1293,Ankara,Çankaya,Bahçelievler,4094-1439,11-04-2023,3 + 1,135 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Eşyalı Değil,2,Betonarme,Sıfır,Boş,150 TL,"Güney, Doğu, Batı",17.500 TL,Doğalgaz,Evet,17.500 TL,,,,,
1294,Ankara,Çankaya,Yukarı Bahçelievler,114144-1503,11-04-2023,2 + 1,70 m2,Kot 1,5 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,"Güney, Batı",20.000 TL,Doğalgaz,Evet,10.000 TL,,,,,
1295,Ankara,Çankaya,Alacaatlı,71904-340,05-04-2023,6 + 2,400 m2,,Sıfır Bina,Kombi,3 Katlı,Eşyalı Değil,3,Betonarme,Sıfır,Boş,1.200 TL,,70.000 TL,Doğalgaz,Evet,33.000 TL,"Cennetce Ankara Konakları (Ankara, Çankaya, Alacaatlı)",,,,
1296,Ankara,Altındağ,Kale,125384-154,25-03-2023,2 + 1,95 m2,En Üst Kat,50 Yaşında,Soba,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,30 TL,Güney,4.000 TL,Kömür-Odun,Evet,3.000 TL,,,,,
1297,Ankara,Çankaya,Gaziosmanpaşa,83743-386,27-03-2023,4 + 2,350 m2,En Üst Kat,30 Yaşında,Kombi,3 Katlı,Eşyalı Değil,3,,,,,,33.000 TL,,,33.000 TL,,,,,
1298,Ankara,Mamak,Akşemsettin,3420-9231,24-03-2023,2 + 1,100 m2,5. Kat,7 Yaşında,Kombi,9 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,,"Güney, Doğu",,Doğalgaz,Evet,10.500 TL,,,,,
1299,Ankara,Gölbaşı,İncek,113838-553,09-04-2023,3 + 1,175 m2,12. Kat,5 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Eşyalı Değil,2,,,Kiracılı,1.38 TL,"Güney, Doğu, Batı",,,,14.500 TL,TOKİ İncek 1. Etap Konutları,Uygun değil,,,
1300,Ankara,Çankaya,Metin Oktay,132681-106,08-04-2023,1 + 1,95 m2,Yüksek Giriş,17 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,Doğu,10.000 TL,Doğalgaz,Evet,10.000 TL,,,,,
1301,Ankara,Keçiören,Ayvalı,113784-710,28-03-2023,4 + 1,225 m2,En Üst Kat,5 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,,İkinci El,Boş,70 TL,"Güney, Doğu, Batı",9.000 TL,Doğalgaz,Evet,8.999 TL,,,,,
1302,Ankara,Çankaya,Gökkuşağı,6675-8447,08-04-2023,3 + 1,140 m2,2. Kat,12 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,"Kuzey, Doğu",13.000 TL,Doğalgaz,Evet,13.000 TL,,,,,
1303,Ankara,Çankaya,Harbiye,124436-159,05-04-2023,2 + 1,85 m2,Yüksek Giriş,26 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Belirtilmemiş,,,,Doğalgaz,Evet,9.000 TL,,,,,
1304,Ankara,Çankaya,Güzeltepe,67901-611,03-04-2023,3 + 1,120 m2,Yüksek Giriş,19 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Eşyalı Değil,2,,,Mülk Sahibi,2.000 TL,,15.000 TL,Doğalgaz,Evet,15.000 TL,,,,,
1305,Ankara,Mamak,Demirlibahçe,128610-141,11-04-2023,3 + 1,125 m2,En Üst Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,Güney,8.500 TL,Doğalgaz,Evet,8.500 TL,,,,,
1306,Ankara,Çankaya,Karapınar,5554-4676,01-04-2023,5 + 1,175 m2,3. Kat,13 Yaşında,Kombi,4 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,250 TL,,20.000 TL,Doğalgaz,,20.000 TL,,,,,
1307,Ankara,Çankaya,Güvenevler,3584-27247,31-03-2023,3 + 1,140 m2,4. Kat,30 Yaşında,Kombi,4 Katlı,,1,Betonarme,İkinci El,Boş,300 TL,"Kuzey, Güney, Doğu",,,Evet,14.000 TL,,,,,
