,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Aidat,Takas,Cephe,Site İçerisinde,Kira Getirisi,Yakıt Tipi,Rent,Yetkili Ofis,Kapalı Alan M2,Açık Alan M2,Bina Sayısı,Depozito
81,Ankara,Etimesgut,Güzelkent,0-39883653,14-01-2023,3 + 1,120 m2,Yüksek Giriş,22 Yaşında,Merkezi (Pay Ölçer),5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,200 TL,Hayır,"Güney, Doğu",Mesa Çalışanları Sitesi,,Doğalgaz,1.850.000 TL,,,,,
82,Ankara,Çankaya,Aşıkpaşa,0-39879427,23-01-2023,5 + 1,260 m2,3. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,50 TL,Hayır,"Güney, Doğu, Batı",,7.000 TL,Doğalgaz,4.250.000 TL,,,,,
83,Ankara,Etimesgut,Şehit Osman Avcı,0-39872488,04-04-2023,4 + 1,175 m2,Yüksek Giriş,11 Yaşında,Merkezi,8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,600 TL,Hayır,Güney,Elit Yaşam Konutları 2,10.000 TL,Doğalgaz,3.425.000 TL,,,,,
84,Ankara,Çankaya,Bayraktar,0-39873555,12-04-2023,3 + 1,130 m2,Kot 1,30 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Kagir,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Batı,,,Doğalgaz,1.450.000 TL,,,,,
85,Ankara,Çankaya,Akpınar,0-39856418,26-03-2023,4 + 1,210 m2,16. Kat,Sıfır Bina,Merkezi (Pay Ölçer),26 Katlı,Uygun,Eşyalı,2,Betonarme,Sıfır,Mülk Sahibi,Kat Mülkiyeti,1.780 TL,Evet,"Güney, Doğu, Batı",Tuna Panorama,,Doğalgaz,7.895.000 TL,,,,,
86,Ankara,Gölbaşı,Bahçelievler,0-39848389,11-04-2023,3 + 1,115 m2,Yüksek Giriş,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,30 TL,Hayır,Batı,,,Doğalgaz,1.350.000 TL,,,,,
87,Ankara,Yenimahalle,Çiğdemtepe,0-39830274,14-04-2023,3 + 1,180 m2,6. Kat,7 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun değil,,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,250 TL,Evet,Güney,,6.500 TL,Doğalgaz,3.220.000 TL,,,,,
88,Ankara,Mamak,Hüseyingazi,134197-3,29-03-2023,2 + 1,90 m2,2. Kat,2 Yaşında,Merkezi (Pay Ölçer),7 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,220 TL,Hayır,"Doğu, Batı",,5.000 TL,Doğalgaz,1.225.000 TL,Evet,,,,
89,Ankara,Mamak,Kusunlar,0-39814486,04-04-2023,1 + 1,72 m2,4. Kat,7 Yaşında,Merkezi (Pay Ölçer),4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,120 TL,Hayır,Güney,Toki,,Doğalgaz,520.000 TL,,,,,
90,Ankara,Çankaya,Birlik,0-39808662,11-03-2023,4 + 1,185 m2,Kot 1,17 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,80 TL,Evet,,,6.000.000 TL,Doğalgaz,2.150.000 TL,,,,,
91,Ankara,Çubuk,Esenboğa Merkez,133065-14,06-02-2023,2 + 1,73 m2,2. Kat,1 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı,1,Betonarme,Sıfır,Boş,,,Hayır,"Güney, Batı",,4.000 TL,Doğalgaz,975.000 TL,Evet,,,,
92,Ankara,Etimesgut,Eryaman,0-39784690,16-02-2023,3 + 1,130 m2,En Üst Kat,20 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,200 TL,Hayır,,Evet (Site Adı Belirtilmemiş),,Doğalgaz,2.250.000 TL,,,,,
93,Ankara,Mamak,Tuzluçayır,0-39774267,30-03-2023,3 + 1,125 m2,9. Kat,1 Yaşında,Kombi,15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,,Kat Mülkiyeti,350 TL,Hayır,"Güney, Doğu",,6.000 TL,Doğalgaz,2.300.000 TL,,,,,
94,Ankara,Çankaya,Şehit Cengiz Karaca,0-39763905,27-01-2023,4 + 1,280 m2,4. Kat,18 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,75 TL,Evet,"Güney, Doğu, Batı",,8.000 TL,Doğalgaz,4.850.000 TL,,,,,
95,Ankara,Çankaya,Mimar Sinan,0-39763959,10-02-2023,5 + 1,170 m2,Çatı Katı,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat İrtifakı,30 TL,Hayır,"Güney, Doğu",,4.000 TL,Doğalgaz,2.500.000 TL,,,,,
96,Ankara,Mamak,Akşemsettin,0-39751329,31-03-2023,2 + 1,130 m2,Yüksek Giriş,5 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,50 TL,Hayır,"Güney, Batı",,3.000 TL,Doğalgaz,1.100.000 TL,,,,,
97,Ankara,Mamak,Ege,116955-3745,26-03-2023,6 + 2,360 m2,En Üst Kat,10 Yaşında,Kombi,11 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,,Hayır,,Narinler Sitesi,,Doğalgaz,3.650.000 TL,Evet,,,,
98,Ankara,Çankaya,Büyükesat,0-39741423,26-03-2023,1 + 1,60 m2,1. Kat,1 Yaşında,Kombi,3 Katlı,Bilinmiyor,Eşyalı Değil,1,Betonarme,Sıfır,Kiracılı,Kat İrtifakı,300 TL,Evet,"Kuzey, Batı",,4.750 TL,Doğalgaz,2.275.000 TL,,,,,
99,Ankara,Keçiören,Esertepe,0-39736585,29-01-2023,3 + 1,150 m2,1. Kat,10 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Güney, Doğu",Şelale sitesi,,Doğalgaz,1.849.000 TL,,,,,
100,Ankara,Gölbaşı,Kızılcaşar,0-39736023,22-03-2023,5 + 2,461 m2,,1 Yaşında,Yerden Isıtma,3 Katlı,Uygun,Eşyalı,3,Betonarme,Sıfır,Boş,,,Evet,"Kuzey, Güney, Doğu, Batı",,150.000 TL,Doğalgaz,32.000.000 TL,,,,,
101,Ankara,Etimesgut,Yeni Bağlıca,0-39732470,06-03-2023,5 + 1,270 m2,5. Kat,8 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,650 TL,Hayır,"Kuzey, Güney, Doğu",Bahçe Sarayı,15.000 TL,Doğalgaz,6.650.000 TL,,,,,
102,Ankara,Etimesgut,Şehit Osman Avcı,0-39726128,17-02-2023,3 + 1,140 m2,7. Kat,9 Yaşında,Merkezi (Pay Ölçer),7 Katlı,Uygun,,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,400 TL,Hayır,Güney,Evet (Site Adı Belirtilmemiş),8.000 TL,,3.300.000 TL,,,,,
103,Ankara,Etimesgut,Süvari,0-39723708,02-04-2023,3 + 1,135 m2,2. Kat,13 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Taş Bina,İkinci El,Mülk Sahibi,Kat Mülkiyeti,40 TL,Hayır,"Doğu, Batı",,,Doğalgaz,1.430.000 TL,,,,,
104,Ankara,Keçiören,Yükseltepe,0-39721548,13-03-2023,2 + 1,110 m2,4. Kat,4 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Bilinmiyor,Eşyalı Değil,1,Betonarme,,Mülk Sahibi,Kat Mülkiyeti,550 TL,Hayır,Kuzey,YükseltepeKonut,4.500 TL,Doğalgaz,1.800.000 TL,,,,,
105,Ankara,Çankaya,İlkbahar,133632-9,20-03-2023,4 + 2,360 m2,5. Kat,23 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat İrtifakı,200 TL,Evet,"Kuzey, Güney, Batı",,10.000.000 TL,Doğalgaz,5.750.000 TL,,,,,
106,Ankara,Çankaya,Fidanlık,0-39706344,24-03-2023,3 + 1,125 m2,Zemin,28 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,500 TL,Hayır,Doğu,,7.000 TL,Doğalgaz,2.000.000 TL,,,,,
107,Ankara,Mamak,Akşemsettin,0-39696509,26-02-2023,3 + 1,155 m2,5. Kat,Sıfır Bina,Kombi,11 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,Evet,"Güney, Batı",VADİ MANZARA,7.000 TL,Doğalgaz,3.549.000 TL,,,,,
108,Ankara,Etimesgut,30 Ağustos,0-39691309,15-01-2023,4 + 2,240 m2,En Üst Kat,20 Yaşında,Kombi,4 Katlı,Bilinmiyor,Eşyalı Değil,2,,İkinci El,Boş,,30 TL,Hayır,,,,Doğalgaz,1.150.000 TL,,,,,
109,Ankara,Mamak,Durali Alıç,0-39689558,14-03-2023,3 + 1,150 m2,8. Kat,3 Yaşında,Kombi,11 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,150 TL,Evet,"Güney, Doğu",Evet (Site Adı Belirtilmemiş),5.000 TL,Doğalgaz,2.975.000 TL,,,,,
110,Ankara,Çankaya,Beytepe,0-39688484,10-04-2023,2 + 1,125 m2,2. Kat,6 Yaşında,Merkezi (Pay Ölçer),4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,,1.350 TL,Evet,"Güney, Batı",BEYTEPE FRİGYA EVLERİ,10.000 TL,Doğalgaz,5.750.000 TL,,,,,
111,Ankara,Çankaya,Emek,0-39672822,06-04-2023,4 + 1,180 m2,4. Kat,50 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Kagir,İkinci El,Mülk Sahibi,Kat Mülkiyeti,1.000 TL,Hayır,"Kuzey, Doğu, Batı",,14.000 TL,Doğalgaz,3.650.000 TL,,,,,
112,Ankara,Gölbaşı,Hacılar,34840-387,28-01-2023,5 + 1,600 m2,,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,5,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,"Kuzey, Güney, Doğu, Batı",,,Doğalgaz,23.000.000 TL,Evet,,,,
113,Ankara,Haymana,Kayabaşı,0-39664837,04-03-2023,3 + 1,120 m2,En Üst Kat,15 Yaşında,Soba,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,"Güney, Doğu, Batı",Evet (Site Adı Belirtilmemiş),4.000 TL,Kömür-Odun,700.000 TL,,,,,
114,Ankara,Çankaya,Gökkuşağı,0-39651447,16-03-2023,4 + 1,175 m2,3. Kat,2 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,100 TL,Hayır,"Kuzey, Doğu",,12.000 TL,Doğalgaz,4.700.000 TL,,,,,
115,Ankara,Altındağ,Baraj,0-39632595,25-02-2023,3 + 1,165 m2,2. Kat,4 Yaşında,Merkezi (Pay Ölçer),8 Katlı,Uygun,Eşyalı Değil,2,,,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Kuzey, Batı",,4.500 TL,Kömür-Odun,2.100.000 TL,,,,,
116,Ankara,Mamak,Tuzluçayır,0-39620034,19-03-2023,3 + 1,125 m2,Yüksek Giriş,10 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,40 TL,Hayır,Batı,,4.000 TL,Doğalgaz,1.150.000 TL,,,,,
117,Ankara,Keçiören,Esertepe,0-39589170,27-02-2023,3 + 1,120 m2,Yüksek Giriş,6 Yaşında,Kombi,1 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Mülk Sahibi,Kat Mülkiyeti,,Evet,"Kuzey, Güney, Doğu",,4.000 TL,Doğalgaz,1.250.000 TL,,,,,
118,Ankara,Keçiören,Ayvalı,0-39579634,14-04-2023,4 + 1,200 m2,3. Kat,28 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,50 TL,Hayır,Doğu,,9.500 TL,Doğalgaz,3.780.000 TL,,,,,
119,Ankara,Yenimahalle,Anadolu,0-39581867,13-03-2023,4 + 1,230 m2,11. Kat,Sıfır Bina,Merkezi,15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,300 TL,Hayır,Batı,SEYİR EVLERİ,8.500 TL,Doğalgaz,2.850.000 TL,,,,,
120,Ankara,Etimesgut,Atayurt,0-39530518,09-04-2023,4 + 1,192 m2,10. Kat,10 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,215 TL,Hayır,"Kuzey, Doğu, Batı",Evet (Site Adı Belirtilmemiş),1.625 TL,Doğalgaz,2.200.000 TL,,,,,
121,Ankara,Keçiören,Bademlik,0-39530123,05-04-2023,3 + 1,125 m2,1. Kat,11 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,40 TL,Hayır,"Güney, Batı",,5.000 TL,Doğalgaz,1.500.000 TL,,,,,
122,Ankara,Gölbaşı,Karşıyaka,0-39517971,14-04-2023,7 + 2,750 m2,,Sıfır Bina,Yerden Isıtma,3 Katlı,Uygun,Eşyalı Değil,6,Betonarme,Sıfır,Boş,Kat İrtifakı,,Evet,"Kuzey, Güney, Doğu, Batı",Evet (Site Adı Belirtilmemiş),55.000 TL,Doğalgaz,22.900.000 TL,,,,,
123,Ankara,Keçiören,Atapark,0-39521021,04-02-2023,3 + 1,125 m2,3. Kat,7 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,100 TL,Hayır,"Güney, Batı",,4.500 TL,Doğalgaz,2.000.000 TL,,,,,
124,Ankara,Çankaya,Büyükesat,0-39508140,03-04-2023,5 + 1,210 m2,2. Kat,20 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı,3,Betonarme,İkinci El,Boş,Kat Mülkiyeti,75 TL,Hayır,"Kuzey, Güney, Doğu, Batı",,,Doğalgaz,3.350.000 TL,,,,,
125,Ankara,Çankaya,Maltepe,0-39506741,27-03-2023,2 + 1,65 m2,Teras Katı,30 Yaşında,Kombi,4 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,,Hayır,Güney,,,Doğalgaz,1.750.000 TL,,,,,
126,Ankara,Etimesgut,Şehit Osman Avcı,0-39500152,26-01-2023,1 + 1,60 m2,En Üst Kat,4 Yaşında,Merkezi (Pay Ölçer),11 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Kiracılı,Kat Mülkiyeti,200 TL,Evet,Güney,Evet (Site Adı Belirtilmemiş),1.430 TL,Doğalgaz,1.350.000 TL,,,,,
127,Ankara,Çankaya,Ata,0-39490779,13-04-2023,5 + 1,320 m2,4. Kat,14 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat İrtifakı,75 TL,,"Güney, Doğu",,20.000 TL,Doğalgaz,3.500.000 TL,,,,,
128,Ankara,Etimesgut,Atakent,0-39481969,31-03-2023,3 + 1,185 m2,14. Kat,23 Yaşında,Merkezi,19 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,1.450 TL,Hayır,"Güney, Doğu, Batı",ELVANKENT BANKA BLOK,6.000 TL,Doğalgaz,2.300.000 TL,,,,,
129,Ankara,Mamak,Zirvekent,0-39470716,04-04-2023,2 + 1,75 m2,4. Kat,7 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,,,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Güney, Batı",,,Doğalgaz,760.000 TL,,,,,
130,Ankara,Mamak,Şahintepe,0-39465240,20-03-2023,5 + 1,300 m2,En Üst Kat,15 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,50 TL,Hayır,Güney,,8.000 TL,Doğalgaz,1.750.000 TL,,,,,
131,Ankara,Mamak,Balkiraz,131024-12,25-03-2023,3 + 1,130 m2,3. Kat,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,50 TL,Evet,Doğu,,9.000.000 TL,Doğalgaz,1.950.000.000 TL,Evet,,,,
132,Ankara,Mamak,Yeni Bayındır,0-39450626,25-03-2023,3 + 1,150 m2,2. Kat,Sıfır Bina,Kombi,16 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Mülk Sahibi,Kat Mülkiyeti,150 TL,Evet,Güney,Mavigöl prestij evle,8.500 TL,Doğalgaz,4.000.000 TL,,,,,
133,Ankara,Yenimahalle,Varlık,0-39438792,03-04-2023,2 + 1,110 m2,1. Kat,19 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,40 TL,Hayır,"Güney, Doğu, Batı",,5.000 TL,Doğalgaz,2.100.000 TL,,,,,
134,Ankara,Mamak,Durali Alıç,0-39409188,09-03-2023,5 + 2,300 m2,En Üst Kat,7 Yaşında,Kombi,13 Katlı,Uygun,Eşyalı,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,100 TL,Evet,Doğu,koksal ap,9.000 TL,Doğalgaz,3.450.000 TL,,,,,
135,Ankara,Gölbaşı,Karşıyaka,0-39408889,06-04-2023,5 + 2,450 m2,,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı,3,Betonarme,İkinci El,Boş,Kat Mülkiyeti,700 TL,Evet,Kuzey,GÖLKENT,15.000 TL,Doğalgaz,9.500.000 TL,,,,,
136,Ankara,Yenimahalle,Güzelyaka,0-39406102,12-04-2023,3 + 1,125 m2,Kot 2,1 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Mülk Sahibi,Kat Mülkiyeti,,Evet,Batı,,3.000 TL,Doğalgaz,1.370.000 TL,,,,,
137,Ankara,Mamak,Diriliş,0-39401593,12-03-2023,1 + 1,65 m2,Bahçe Katı,4 Yaşında,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,140 TL,Hayır,Batı,gülseren toki 3.etap,2.000 TL,Doğalgaz,1.100.000 TL,,,,,
138,Ankara,Yenimahalle,Ergazi,0-39397255,13-04-2023,3 + 1,110 m2,5. Kat,26 Yaşında,Merkezi,9 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,,Evet,"Güney, Doğu",Odak Yapı sitesi,6.500 TL,Doğalgaz,2.249.000 TL,,,,,
139,Ankara,Çankaya,Büyükesat,57012-6589,05-04-2023,6 + 1,480 m2,Bahçe Katı,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,5,,,Boş,Kat Mülkiyeti,1.52 TL,Hayır,"Kuzey, Güney, Doğu, Batı",Kuvars Kule,,,20.000.000 TL,,,,,
140,Ankara,Polatlı,Şentepe,0-39372950,12-04-2023,4 + 1,300 m2,,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,25 TL,Hayır,"Kuzey, Güney, Doğu, Batı",orhun,,Doğalgaz,2.000.000 TL,,,,,
141,Ankara,Yenimahalle,Mehmet Akif Ersoy,0-39353081,26-02-2023,4 + 1,185 m2,1. Kat,4 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Kiracılı,Kat Mülkiyeti,,Hayır,"Kuzey, Doğu, Batı",YDA PARK Avenue Twin,6.500 TL,Doğalgaz,5.350.000 TL,,,,,
142,Ankara,Sincan,Akşemsettin,124662-782,18-03-2023,3 + 1,125 m2,Ara Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Taş Bina,Sıfır,Boş,Kat Mülkiyeti,,Hayır,"Güney, Batı",,,Doğalgaz,1.369.000 TL,Evet,,,,
143,Ankara,Yenimahalle,Kardelen,0-39325897,29-03-2023,3 + 1,120 m2,5. Kat,25 Yaşında,Merkezi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,,280 TL,,"Güney, Doğu, Batı",GÜNEYCE 2 SİTESİ,6.000 TL,Doğalgaz,2.950.000 TL,,,,,
144,Ankara,Etimesgut,Etiler,0-39316855,08-04-2023,5 + 1,250 m2,En Üst Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,,50 TL,Hayır,"Kuzey, Güney",,4.500 TL,Doğalgaz,2.650.000 TL,,,,,
145,Ankara,Yenimahalle,Serhat,0-39312254,12-04-2023,3 + 1,140 m2,10. Kat,10 Yaşında,Merkezi (Pay Ölçer),16 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,,Hayır,,NEVBAHAR BOTANİK-2,,Doğalgaz,3.550.000 TL,,,,,
146,Ankara,Çubuk,İkipınar,130640-1,24-01-2023,2 + 1,85 m2,Villa Katı,Sıfır Bina,Güneş Enerjisi,1 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Arsa,40 TL,Evet,"Güney, Doğu",,,Elektrik,765.000 TL,Evet,,,,
147,Ankara,Yenimahalle,Avcılar,0-39285997,07-04-2023,3 + 1,160 m2,7. Kat,8 Yaşında,Merkezi,14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,200 TL,Hayır,"Kuzey, Güney",Ahsen,6.500 TL,Doğalgaz,2.250.000 TL,,,,,
148,Ankara,Etimesgut,Yapracık,0-39261110,27-03-2023,3 + 1,125 m2,11. Kat,7 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Belirtilmemiş,Kat Mülkiyeti,,Hayır,Güney,Evet (Site Adı Belirtilmemiş),,Doğalgaz,1.750.000 TL,,,,,
149,Ankara,Çankaya,Ümit,0-39259651,02-04-2023,3 + 1,120 m2,1. Kat,45 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,1.000 TL,Hayır,"Kuzey, Güney",Ümitköy Sitesi,6.000 TL,Doğalgaz,2.500.000 TL,,,,,
150,Ankara,Polatlı,Gülveren,0-39252778,14-04-2023,3 + 1,135 m2,,23 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kagir,İkinci El,Kiracılı,Kat Mülkiyeti,,Hayır,"Kuzey, Güney, Batı",,2.500 TL,Doğalgaz,2.000.000 TL,,,,,
151,Ankara,Çankaya,Nasuh Akar,0-39226727,24-02-2023,3 + 1,130 m2,Ara Kat,30 Yaşında,Merkezi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,700 TL,Hayır,Batı,Yüksel Sitesi,8.000 TL,Doğalgaz,4.150.000 TL,,,,,
152,Ankara,Mamak,Türközü,0-39221149,29-01-2023,5 + 1,275 m2,En Üst Kat,3 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Mülk Sahibi,,,Evet,Güney,,7.000 TL,Doğalgaz,2.650.000 TL,,,,,
153,Ankara,Etimesgut,Şeyh Şamil,0-39219117,01-04-2023,3 + 1,130 m2,En Üst Kat,18 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,350 TL,Hayır,"Kuzey, Güney",Liderkent,11.000 TL,Doğalgaz,2.675.000 TL,,,,,
154,Ankara,Çankaya,Mebusevleri,0-39219373,04-03-2023,4 + 1,160 m2,3. Kat,35 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,2,,İkinci El,,,650 TL,Evet,"Kuzey, Güney, Doğu",,9.000 TL,Doğalgaz,5.100.000 TL,,,,,
155,Ankara,Mamak,Mutlu,0-39211279,18-01-2023,4 + 1,200 m2,En Üst Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,50 TL,Evet,"Kuzey, Batı",,6.000 TL,Doğalgaz,1.800.000 TL,,,,,
156,Ankara,Etimesgut,Şeker,131962-6,14-03-2023,3 + 1,153 m2,9. Kat,Sıfır Bina,Merkezi (Pay Ölçer),10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,Evet,"Kuzey, Güney, Batı",,,Doğalgaz,11.111 TL,Evet,,,,
157,Ankara,Çankaya,Büyükesat,0-39188209,18-03-2023,3 + 1,135 m2,15. Kat,25 Yaşında,Merkezi,15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,2.000 TL,Hayır,Güney,Mesa ikizler sitesi,9.500 TL,Doğalgaz,7.500.000 TL,,,,,
158,Ankara,Çankaya,Yıldızevler,0-39164695,25-03-2023,3 + 1,150 m2,4. Kat,26 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,120 TL,Hayır,Batı,,10.000 TL,Doğalgaz,2.800.000 TL,,,,,
159,Ankara,Çankaya,Büyükesat,0-39158851,06-04-2023,3 + 1,135 m2,Yüksek Giriş,33 Yaşında,Merkezi,2 Katlı,Uygun değil,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,480 TL,Evet,"Kuzey, Doğu",,7.000 TL,Doğalgaz,3.100.000 TL,,,,,
160,Ankara,Mamak,Cengizhan,0-39144439,11-04-2023,3 + 1,167 m2,8. Kat,3 Yaşında,Merkezi (Pay Ölçer),33 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,400 TL,Hayır,"Güney, Batı",Akadia Modern Konutl,9.000 TL,Doğalgaz,4.100.000 TL,,,,,
