,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Takas,Cephe,Kira Getirisi,Yakıt Tipi,Yetkili Ofis,Rent,Aidat,Site İçerisinde,Depozito
1628,Ankara,Çankaya,Beytepe,66007-575,29-03-2023,4 + 1,210 m2,En Üst Kat,1 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Uygun değil,Eşyalı Değil,2,,Sıfır,Boş,Kat İrtifakı,Hayır,"Güney, Doğu",15.000 TL,,Evet,7.650.000 TL,,,
1629,Ankara,Sincan,Selçuklu,133773-130,27-03-2023,3 + 1,130 m2,Ara Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Batı",,Doğalgaz,Evet,1.489.000 TL,,,
1630,Ankara,Çankaya,Şehit Cengiz Karaca,27590-4392,06-04-2023,3 + 1,130 m2,2. Kat,26 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Evet,"Güney, Doğu",12.000 TL,Doğalgaz,,2.450.000 TL,100 TL,,
1631,Ankara,Mamak,Fahri Korutürk,53138-10350,05-04-2023,5 + 2,210 m2,3. Kat,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,"Güney, Batı",,Doğalgaz,Evet,3.100.000 TL,,,
1632,Ankara,Yenimahalle,Kayalar,86541-130,13-04-2023,4 + 1,190 m2,10. Kat,3 Yaşında,Kombi,14 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,Evet,"Kuzey, Güney, Doğu",,,,3.200.000 TL,,Evet (Site Adı Belirtilmemiş),
1633,Ankara,Mamak,Cengizhan,15126-4114,07-04-2023,3 + 1,110 m2,1. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,Kat Mülkiyeti,Hayır,Batı,,Doğalgaz,Evet,1.500.000 TL,,,
1634,Ankara,Sincan,Selçuklu,136243-37,06-04-2023,3 + 1,140 m2,2. Kat,12 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Batı",,Doğalgaz,Evet,1.720.000 TL,,,
1635,Ankara,Keçiören,Atapark,129992-198,28-03-2023,2 + 1,110 m2,Kot 2,7 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Evet,"Kuzey, Güney, Doğu, Batı",5.000 TL,Doğalgaz,Evet,739.000 TL,50 TL,,
1636,Ankara,Sincan,29 Ekim,132236-204,31-03-2023,4 + 1,197 m2,2. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,Evet,"Güney, Doğu, Batı",,,,2.499.000 TL,,,
1637,Ankara,Sincan,Tandoğan,130244-619,25-03-2023,3 + 1,135 m2,1. Kat,13 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Kiracılı,Kat Mülkiyeti,Hayır,"Kuzey, Doğu, Batı",,Doğalgaz,Evet,1.349.000 TL,,,
1638,Ankara,Etimesgut,Tunahan,103499-260,12-04-2023,3 + 1,133 m2,Yüksek Giriş,26 Yaşında,Merkezi,10 Katlı,Uygun,Eşyalı Değil,1,,,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Batı",,,,2.050.000 TL,1.27 TL,Özar Sitesi,
1639,Ankara,Keçiören,Etlik,24197-537,14-04-2023,3 + 1,120 m2,1. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Kuzey, Güney, Doğu, Batı",7.000 TL,Doğalgaz,Evet,1.815.000 TL,100 TL,,
1640,Ankara,Çankaya,Sokullu Mehmet Paşa,3286-8323,14-04-2023,3 + 1,130 m2,1. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu",8.000 TL,Doğalgaz,Evet,2.150.000 TL,50 TL,,
1641,Ankara,Mamak,Fahri Korutürk,114845-567,24-03-2023,3 + 1,150 m2,11. Kat,Sıfır Bina,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Evet,Güney,6.000 TL,Doğalgaz,Evet,2.150.000 TL,50 TL,,
1642,Ankara,Sincan,Mareşal Çakmak,99289-1390,23-03-2023,3 + 1,130 m2,3. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Evet,"Güney, Batı",5.000 TL,Doğalgaz,Evet,1.360.000 TL,30 TL,,
1643,Ankara,Mamak,Akşemsettin,136615-18,29-03-2023,3 + 1,115 m2,Yüksek Giriş,7 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Doğu",5.000 TL,Doğalgaz,Evet,1.270.000 TL,75 TL,,
1644,Ankara,Mamak,Şahintepe,134609-336,22-03-2023,3 + 1,145 m2,En Üst Kat,5 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı,2,,İkinci El,,Kat Mülkiyeti,,"Kuzey, Doğu, Batı",,Doğalgaz,Evet,1.450.000 TL,50 TL,,
1645,Ankara,Etimesgut,Bağlıca,135930-37,02-04-2023,3 + 1,145 m2,7. Kat,10 Yaşında,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Kuzey, Güney, Batı",,Doğalgaz,Evet,4.100.000 TL,,,
1646,Ankara,Altındağ,Karapürçek,62044-4150,27-03-2023,3 + 1,135 m2,1. Kat,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu",,Doğalgaz,Evet,1.165.000 TL,,,
1647,Ankara,Keçiören,Hisar,76948-132,08-04-2023,4 + 1,170 m2,Ara Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,,Kat Mülkiyeti,Evet,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,,1.700.000 TL,,,
1648,Ankara,Keçiören,Etlik,130627-222,09-04-2023,3 + 1,125 m2,3. Kat,26 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",,,,1.250.000 TL,,,
1649,Ankara,Çankaya,Dodurga,3920-9929,21-03-2023,5 + 1,380 m2,21 ve üzeri,Sıfır Bina,Merkezi (Pay Ölçer),26 Katlı,Uygun değil,Eşyalı Değil,5,,,Boş,Kat İrtifakı,Hayır,"Kuzey, Batı",,,,7.600.000 TL,630 TL,,
1650,Ankara,Keçiören,Şenlik,122298-476,07-04-2023,3 + 1,150 m2,2. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Kuzey, Batı",13.500 TL,Doğalgaz,Evet,3.250.000 TL,200 TL,,
1651,Ankara,Keçiören,Etlik,130404-382,03-04-2023,3 + 1,140 m2,11. Kat,21 Yaşında,Merkezi,13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,"Kuzey, Güney, Doğu, Batı",12.000 TL,Doğalgaz,Evet,2.050.000 TL,50 TL,,
1652,Ankara,Mamak,Mutlu,123019-1461,19-03-2023,3 + 1,125 m2,2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Evet,"Güney, Batı",7.000 TL,Doğalgaz,Evet,2.079.000 TL,50 TL,,
1653,Ankara,Gölbaşı,İncek,129272-395,19-03-2023,2 + 1,90 m2,Ara Kat,Sıfır Bina,Doğalgaz Sobası,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,Hayır,Kuzey,8.500 TL,Doğalgaz,Evet,2.600.000 TL,,,
1654,Ankara,Keçiören,Hisar,103562-77,19-03-2023,4 + 1,160 m2,Ara Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,Evet,2.150.000 TL,,,
1655,Ankara,Keçiören,Aşağı Eğlence,130429-184,10-04-2023,3 + 1,125 m2,2. Kat,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,Evet,"Güney, Batı",,,,1.980.000 TL,100 TL,,
1656,Ankara,Etimesgut,Topçu,131512-348,11-04-2023,3 + 1,175 m2,1. Kat,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,Hayır,Doğu,8.000 TL,Doğalgaz,,2.100.000 TL,100 TL,,
1657,Ankara,Pursaklar,Saray Fatih,133788-102,21-03-2023,3 + 1,120 m2,1. Kat,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Doğu, Batı",3.500 TL,Doğalgaz,Evet,1.595.000 TL,70 TL,,
1658,Ankara,Pursaklar,Yunus Emre,104817-589,24-03-2023,3 + 1,160 m2,7. Kat,7 Yaşında,Merkezi (Pay Ölçer),7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,,Boş,Kat Mülkiyeti,Hayır,,,Doğalgaz,Evet,2.250.000 TL,,,
1659,Ankara,Keçiören,Karakaya,135416-72,18-03-2023,3 + 1,145 m2,Yüksek Giriş,15 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,"Güney, Batı",6.000 TL,Doğalgaz,Evet,1.449.000 TL,100 TL,,
1660,Ankara,Keçiören,Atapark,122493-1423,18-03-2023,4 + 1,160 m2,3. Kat,8 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat İrtifakı,Hayır,"Kuzey, Doğu",,,Evet,1.820.000 TL,100 TL,,
1661,Ankara,Etimesgut,Bağlıca,114844-1246,10-04-2023,4 + 1,190 m2,5. Kat,Sıfır Bina,Merkezi (Pay Ölçer),10 Katlı,Uygun,,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,,,Doğalgaz,Evet,4.399.000 TL,,,
1662,Ankara,Yenimahalle,Ergazi,2000-6155,17-03-2023,2 + 1,90 m2,6. Kat,4 Yaşında,Merkezi (Pay Ölçer),11 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat İrtifakı,Hayır,"Güney, Doğu",10.000 TL,Doğalgaz,Evet,2.990.000 TL,825 TL,,
1663,Ankara,Etimesgut,Piyade,135685-62,18-03-2023,3 + 1,130 m2,1. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,Güney,5.000 TL,Doğalgaz,Evet,1.789.000 TL,100 TL,,
1664,Ankara,Mamak,Ekin,135941-71,21-03-2023,3 + 1,115 m2,Yüksek Giriş,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,"Güney, Doğu",3.500 TL,Doğalgaz,Evet,880.000 TL,50 TL,,
1665,Ankara,Keçiören,Güçlükaya,86676-1571,16-03-2023,3 + 1,140 m2,8. Kat,25 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,Hayır,"Kuzey, Doğu",8.500 TL,Doğalgaz,Evet,1.980.000 TL,100 TL,,
1666,Ankara,Çankaya,Aşağı Öveçler,4180-8897,21-03-2023,2 + 1,120 m2,3. Kat,25 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Kiracılı,Kat Mülkiyeti,Evet,"Güney, Batı",10.000 TL,Doğalgaz,Evet,1.999.000 TL,,,
1667,Ankara,Çankaya,Fidanlık,1468-10261,29-03-2023,3 + 1,120 m2,5. Kat,39 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,,Kiracılı,,,,,,,1.700.000 TL,,,
1668,Ankara,Keçiören,Atapark,136351-40,25-03-2023,2 + 1,110 m2,3. Kat,10 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Batı",6.000 TL,Doğalgaz,Evet,950.000 TL,75 TL,,
1669,Ankara,Keçiören,Ayvalı,130985-133,01-04-2023,2 + 1,100 m2,Kot 2,3 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Evet,"Güney, Doğu",6.000 TL,Doğalgaz,Evet,885.000 TL,50 TL,,
1670,Ankara,Mamak,General Zeki Doğan,133073-146,03-04-2023,4 + 1,140 m2,Kot 2,10 Yaşında,Kombi,5 Katlı,Uygun,,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Batı,,Doğalgaz,Evet,1.440.000 TL,,,
1671,Ankara,Keçiören,Adnan Menderes,136504-13,18-03-2023,3 + 1,120 m2,Ara Kat,Sıfır Bina,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,Hayır,Doğu,,Doğalgaz,Evet,3.000.000 TL,,,
1672,Ankara,Mamak,Durali Alıç,135950-58,20-03-2023,3 + 1,115 m2,Yüksek Giriş,9 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Evet,Güney,5.000 TL,Doğalgaz,Evet,994.000 TL,150 TL,,
1673,Ankara,Yenimahalle,Karşıyaka,32249-5717,06-04-2023,4 + 2,220 m2,Teras Katı,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,Güney,,Doğalgaz,Evet,3.250.000 TL,,,
1674,Ankara,Çankaya,Öveçler,66820-3898,24-03-2023,3 + 1,125 m2,2. Kat,27 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,"Güney, Batı",10.000 TL,Doğalgaz,Evet,2.749.000 TL,100 TL,,
1675,Ankara,Keçiören,Etlik,131073-218,28-03-2023,4 + 1,170 m2,2. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu",8.000 TL,Doğalgaz,Evet,3.750.000 TL,200 TL,,
1676,Ankara,Etimesgut,Şeker,129708-216,25-03-2023,4 + 1,180 m2,7. Kat,7 Yaşında,Kombi,16 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,"Güney, Doğu",,Doğalgaz,Evet,4.250.000 TL,750 TL,,
1677,Ankara,Mamak,Akşemsettin,110339-994,23-03-2023,3 + 1,145 m2,Giriş Katı,5 Yaşında,Kombi,3 Katlı,Uygun değil,Eşyalı Değil,1,,,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Batı",,,,1.450.000 TL,30 TL,,
1678,Ankara,Sincan,Mustafa Kemal,102398-482,31-03-2023,3 + 1,140 m2,1. Kat,9 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,,,Hayır,"Kuzey, Doğu, Batı",4.500 TL,Doğalgaz,Evet,1.299.000 TL,,,
1679,Ankara,Keçiören,Kanuni,121676-370,16-03-2023,3 + 1,140 m2,1. Kat,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",5.500 TL,Doğalgaz,Evet,1.539.000 TL,50 TL,,
1680,Ankara,Etimesgut,Yeni Bağlıca,88053-4966,10-04-2023,4 + 1,185 m2,Yüksek Giriş,5 Yaşında,Merkezi (Pay Ölçer),10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,,Hayır,"Kuzey, Güney, Doğu",12.000 TL,Doğalgaz,Evet,3.950.000 TL,1.000 TL,,
1681,Ankara,Etimesgut,Elvan,109341-1215,14-04-2023,3 + 1,135 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,"Kuzey, Güney, Batı",6.500 TL,Doğalgaz,Evet,2.399.000 TL,50 TL,,
1682,Ankara,Etimesgut,30 Ağustos,132970-71,05-04-2023,2 + 1,85 m2,Kot 1,14 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Kuzey, Batı",4.000 TL,Doğalgaz,Evet,970.000 TL,,,
1683,Ankara,Yenimahalle,Gazi,39117-1026,27-03-2023,4 + 1,200 m2,2. Kat,14 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Kuzey, Doğu",12.000 TL,Doğalgaz,Evet,4.100.000 TL,50 TL,,
1684,Ankara,Yenimahalle,Uğur Mumcu,121320-396,19-03-2023,6 + 1,200 m2,,33 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,,Kat Mülkiyeti,Evet,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,Evet,3.300.000 TL,,,
1685,Ankara,Çankaya,Ata,5422-2882,31-03-2023,5 + 1,320 m2,4. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Mülk Sahibi,,Hayır,"Güney, Doğu",10.000 TL,Doğalgaz,Evet,4.250.000 TL,100 TL,,
1686,Ankara,Çankaya,Keklik Pınarı,25807-2598,12-04-2023,4 + 1,400 m2,3. Kat,2 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,"Güney, Doğu, Batı",,Doğalgaz,Evet,3.200.000 TL,,,
1687,Ankara,Keçiören,Şehit Kubilay,93678-8503,23-03-2023,5 + 2,320 m2,3. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,"Güney, Doğu",10.000 TL,Doğalgaz,Evet,2.000.000 TL,100 TL,,
1688,Ankara,Etimesgut,Yapracık,131460-46,18-03-2023,4 + 1,281 m2,20. Kat,Sıfır Bina,Yerden Isıtma,21 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,Evet,8.942.000 TL,,,
1689,Ankara,Çankaya,Prof. Dr. Ahmet Taner Kışlalı,2450-1415,06-04-2023,7 + 2,450 m2,Villa Katı,14 Yaşında,Kombi,4 Katlı,Bilinmiyor,Eşyalı Değil,2,,Ahşap,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,,11.000.000 TL,,,
1690,Ankara,Mamak,Kutlu,134058-14,03-04-2023,3 + 1,135 m2,Ara Kat,11 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Batı",4.500 TL,Doğalgaz,Evet,1.400.000 TL,150 TL,,
1691,Ankara,Çankaya,Beytepe,2888-14425,10-04-2023,4 + 2,255 m2,1. Kat,11 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,3,,,Boş,Kat Mülkiyeti,Hayır,"Kuzey, Güney, Batı",,,,9.550.000 TL,,Evet (Site Adı Belirtilmemiş),
1692,Ankara,Pursaklar,Merkez,66647-973,04-04-2023,4 + 1,190 m2,10. Kat,2 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,Güney,6.000 TL,Doğalgaz,Evet,3.190.000 TL,,,
1693,Ankara,Mamak,Ekin,129169-163,04-04-2023,4 + 1,155 m2,En Üst Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Doğu,2.000 TL,Doğalgaz,Evet,1.250.000 TL,50 TL,,
1694,Ankara,Etimesgut,Bağlıca,97366-1183,06-04-2023,3 + 1,450 m2,,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Kuzey, Güney, Doğu, Batı",10.000 TL,Doğalgaz,Evet,6.750.000 TL,,,
1695,Ankara,Sincan,Törekent,130866-3,13-04-2023,2 + 1,115 m2,11. Kat,1 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,Hayır,"Kuzey, Batı",3.000 TL,Doğalgaz,Evet,2.800.000 TL,300 TL,,
1696,Ankara,Gölbaşı,Kızılcaşar,130270-10,25-03-2023,1 + 1,55 m2,4. Kat,2 Yaşında,Merkezi (Pay Ölçer),22 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Kiracılı,,Hayır,,6.000 TL,Doğalgaz,,2.920.000 TL,300 TL,,
1697,Ankara,Keçiören,Ovacık,4005-293,24-03-2023,4 + 1,220 m2,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),19 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Evet,"Güney, Doğu, Batı",7.000 TL,Doğalgaz,Evet,4.400.000 TL,,,
1698,Ankara,Gölbaşı,İncek,94790-697,04-04-2023,3 + 1,170 m2,8. Kat,6 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,"Kuzey, Doğu, Batı",,Doğalgaz,Evet,15.000 TL,940 TL,,
1699,Ankara,Pursaklar,Mimar Sinan,45735-4736,08-04-2023,3 + 1,130 m2,2. Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,Evet,"Kuzey, Doğu",,,,1.445.000 TL,,,
1700,Ankara,Çankaya,Aydınlar,129908-319,31-03-2023,3 + 1,100 m2,1. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Mülk Sahibi,Kat Mülkiyeti,Hayır,Güney,,Doğalgaz,Evet,1.750.000 TL,100 TL,,
1701,Ankara,Mamak,Abidinpaşa,114733-120,11-04-2023,3 + 1,120 m2,3. Kat,32 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Doğu, Batı",,Doğalgaz,Evet,1.100.000 TL,30 TL,,
1702,Ankara,Çankaya,Ümit,47897-1979,19-03-2023,3 + 1,130 m2,Yüksek Giriş,15 Yaşında,Merkezi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Doğu",12.000 TL,Doğalgaz,Evet,5.000.000 TL,1.500 TL,"Ümitkent Sitesi (Ankara, Çankaya, Ümit)",
1703,Ankara,Çankaya,Mürsel Uluç,82400-308,04-04-2023,4 + 1,165 m2,4. Kat,22 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat İrtifakı,Hayır,"Güney, Doğu, Batı",1.700 TL,Doğalgaz,Evet,2.070.000 TL,70 TL,,
1704,Ankara,Mamak,Kazım Orbay,7847-1698,25-03-2023,4 + 1,200 m2,3. Kat,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Doğu",,Doğalgaz,Evet,1.900.000 TL,,,
1705,Ankara,Yenimahalle,İnönü,10629-233,12-04-2023,3 + 1,125 m2,Yüksek Giriş,28 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Batı",,Doğalgaz,Evet,2.290.000 TL,1.000 TL,,
1706,Ankara,Keçiören,Esertepe,120870-508,02-04-2023,3 + 1,125 m2,2. Kat,10 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,Hayır,"Güney, Doğu",6.000 TL,Doğalgaz,Evet,1.259.000 TL,50 TL,,
1707,Ankara,Çubuk,Atatürk,93630-632,21-03-2023,3 + 1,140 m2,1. Kat,18 Yaşında,Kombi,5 Katlı,Uygun,,1,Betonarme,İkinci El,,,,,,Doğalgaz,,795.000 TL,,,
1708,Ankara,Etimesgut,Yeni Bağlıca,122089-503,28-03-2023,4 + 1,175 m2,1. Kat,8 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Kuzey, Güney, Batı",7.000 TL,Doğalgaz,Evet,3.500.000 TL,250 TL,,
1709,Ankara,Mamak,Dutluk,45607-2059,11-04-2023,3 + 1,133 m2,2. Kat,Sıfır Bina,Merkezi (Pay Ölçer),8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,Batı,3.000 TL,Doğalgaz,Evet,1.250.000 TL,208 TL,Dutluk TOKİ,
1710,Ankara,Mamak,Şirintepe,122845-1690,10-04-2023,3 + 1,125 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu",5.000 TL,Doğalgaz,Evet,1.450.000 TL,,,
1711,Ankara,Mamak,Şahintepe,123094-760,12-04-2023,4 + 2,170 m2,Yüksek Giriş,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",,Doğalgaz,Evet,930.000 TL,,,
1712,Ankara,Keçiören,Tepebaşı,45015-192,07-04-2023,3 + 1,120 m2,2. Kat,18 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Evet,"Güney, Doğu",,Doğalgaz,Evet,1.550.000 TL,,,
