,District,Neighborhood,Num_Of_Room,Area,Age,Heat_type,Apt_Floor,Credit_Eli,Items,Num_of_Bath,Metro_Station,Bus_Stop,Minibus_Stop,Hospital,Emergency_Service,University,Shopping_Mall,Floor,Price
145,Sincan,Tandoğan,7,145.0,17.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,2.8,0.29,1.6,1.6,1.6,10.7,2.0,4. Kat,2500000.0
146,Çankaya,Yaşamkent,5,185.0,17.0,Merkezi (Pay Ölçer),13.0,Uygun,Eşyalı Değil,2.0,4.6,0.06,7.7,2.1,3.7,2.7,4.2,3. Kat,5950000.0
147,Çankaya,İlkadım,4,120.0,1.0,Kombi,2.0,Uygun,Eşyalı Değil,1.0,4.2,0.105,1.4,0.611,0.619,2.1,1.2,Giriş Katı,2450000.0
148,Sincan,Malazgirt,4,135.0,15.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,3.2,0.187,1.6,1.4,1.4,10.5,1.7,1. Kat,1750000.0
149,Etimesgut,Ahi Mesut,4,130.0,1.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.7,0.045,3.1,1.9,2.0,4.3,1.9,2. Kat,1900000.0
150,Keçiören,Etlik,6,250.0,6.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,2.8,0.067,1.3,0.223,0.223,1.7,1.8,En Üst Kat,3250000.0
151,Keçiören,Çiçekli,4,140.0,25.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.5,0.246,1.7,1.1,1.2,1.1,1.4,3. Kat,1650000.0
152,Mamak,Kutlu,4,140.0,16.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.6,0.01,1.5,0.915,0.909,3.3,3.5,Ara Kat,1450000.0
153,Yenimahalle,Esentepe,5,300.0,14.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,0.737,0.12,2.4,0.568,0.575,1.4,0.615,3. Kat,4250000.0
154,Keçiören,Ayvalı,4,130.0,19.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.0,0.068,2.3,1.7,1.8,0.745,0.975,1. Kat,2200000.0
155,Keçiören,Ovacık,5,210.0,0.0,Merkezi (Pay Ölçer),15.0,Uygun,Eşyalı Değil,2.0,3.6,1.1,2.4,2.6,1.8,3.3,1.4,1. Kat,3990000.0
156,Çankaya,Huzur,3,100.0,19.0,Kombi,3.0,Uygun,Eşyalı,1.0,4.1,0.138,0.847,1.1,0.848,2.8,1.6,Kot 1,1299000.0
157,Keçiören,Şenlik,4,130.0,20.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.425,0.391,0.559,0.806,0.792,3.5,1.3,Yüksek Giriş,1630000.0
158,Sincan,Akşemsettin,4,120.0,20.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,1.8,0.015,0.832,0.488,0.477,8.5,2.2,Yüksek Giriş,1255000.0
159,Çankaya,Sokullu Mehmet Paşa,4,130.0,25.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.9,0.147,1.6,1.6,1.7,2.0,1.9,1. Kat,2190000.0
160,Çankaya,Ertuğrulgazi,4,90.0,30.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.987,0.15,2.2,0.802,0.893,2.0,2.7,Kot 2,780000.0
161,Çankaya,Kazım Özalp,5,165.0,35.0,Kombi,7.0,Uygun,Eşyalı Değil,1.0,3.2,0.004,3.1,0.091,1.2,1.3,0.965,1. Kat,3500000.0
162,Yenimahalle,Kayalar,4,140.0,10.0,Kombi,12.0,Uygun,Eşyalı Değil,2.0,1.8,0.157,0.849,1.9,2.0,2.2,2.2,7. Kat,2550000.0
163,Mamak,Karaağaç,4,125.0,6.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.0,0.071,2.4,1.9,1.9,5.7,3.8,3. Kat,1599000.0
164,Keçiören,Ayvalı,4,135.0,16.0,Kombi,5.0,Uygun,Eşyalı Değil,2.0,1.8,0.049,2.5,0.866,1.2,0.588,0.516,1. Kat,3200000.0
165,Altındağ,Aydınlıkevler,5,150.0,55.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.828,0.057,2.4,0.741,0.752,2.2,1.6,1. Kat,2000000.0
166,Keçiören,Bağlarbaşı,4,100.0,20.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.581,0.087,1.1,1.1,1.1,3.9,2.1,Bahçe Katı,985000.0
167,Yenimahalle,Gazi,5,130.0,10.0,Kombi,3.0,Uygun,Eşyalı,2.0,1.4,0.079,3.0,0.479,0.749,0.331,1.7,Yüksek Giriş,3850000.0
168,Altındağ,Aydınlıkevler,4,130.0,30.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.938,0.176,2.4,0.585,0.653,2.3,1.5,3. Kat,1850000.0
169,Çankaya,Mürsel Uluç,5,160.0,1.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,6.3,0.089,0.449,1.4,1.3,1.6,1.0,3. Kat,2600000.0
170,Çankaya,Emek,4,100.0,30.0,Kombi,3.0,Uygun,Eşyalı,1.0,0.371,0.367,3.0,1.1,0.452,1.6,1.1,3. Kat,2100000.0
171,Gölbaşı,İncek,3,95.0,0.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,9.0,0.125,7.3,2.8,4.8,2.5,3.7,3. Kat,3200000.0
172,Etimesgut,30 Ağustos,4,110.0,20.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,4.3,0.067,4.0,1.5,1.5,3.3,0.941,Yüksek Giriş,990000.0
173,Çankaya,Çiğdem,5,165.0,20.0,Kombi,5.0,Uygun,Eşyalı Değil,2.0,2.6,0.182,0.511,0.797,1.5,1.8,0.595,4. Kat,4600000.0
174,Mamak,Altıağaç,4,135.0,2.0,Merkezi (Pay Ölçer),14.0,Uygun,Eşyalı Değil,2.0,3.2,0.234,2.5,0.927,0.917,4.9,3.7,8. Kat,2800000.0
175,Etimesgut,Etiler,3,85.0,23.0,Merkezi,4.0,Uygun,Eşyalı Değil,1.0,1.9,0.133,4.1,1.1,1.1,4.2,1.2,4. Kat,1650000.0
176,Mamak,Akdere,5,220.0,1.0,Kombi,14.0,Uygun,Eşyalı Değil,2.0,1.8,0.334,2.5,1.6,1.7,2.0,2.7,8. Kat,4120000.0
177,Sincan,Pınarbaşı,5,155.0,13.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,3.4,0.114,1.0,0.642,0.666,9.6,0.878,1. Kat,1799000.0
178,Yenimahalle,Kentkoop,4,120.0,30.0,Merkezi,4.0,Uygun,Eşyalı Değil,1.0,0.783,0.107,2.2,1.2,1.1,1.9,0.871,4. Kat,2100000.0
179,Keçiören,Sancaktepe,4,135.0,10.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,3.7,0.15,1.3,2.5,2.5,0.547,2.6,Yüksek Giriş,1529000.0
180,Keçiören,Aktepe,4,120.0,25.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,1.5,0.134,1.4,1.2,1.2,5.0,2.6,1. Kat,1470000.0
181,Mamak,Başak,4,140.0,4.0,Kombi,6.0,Uygun değil,Eşyalı Değil,1.0,7.5,0.032,2.0,5.2,5.4,9.1,5.2,3. Kat,1350000.0
182,Altındağ,Gültepe,4,110.0,25.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.5,0.23,1.6,1.2,1.1,2.6,3.3,Kot 3,750000.0
183,Pursaklar,Yunus Emre,4,120.0,5.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.8,0.048,2.3,2.4,0.844,7.2,4.2,1. Kat,2100000.0
184,Çankaya,Karapınar,4,155.0,18.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,4.6,0.168,0.502,1.7,0.91,2.9,2.0,4. Kat,4250000.0
185,Etimesgut,Piyade,4,145.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.8,0.039,3.1,1.3,1.3,4.1,1.8,2. Kat,1940000.0
186,Keçiören,Kafkas,5,165.0,11.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,5.1,0.133,2.2,3.9,1.2,5.2,3.1,1. Kat,1450000.0
187,Keçiören,İncirli,4,130.0,16.0,Kombi,2.0,Uygun,Eşyalı Değil,1.0,1.9,0.011,1.1,0.974,0.974,1.6,1.9,1. Kat,1549000.0
188,Çankaya,Kırkkonaklar,5,195.0,18.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,4.8,0.139,1.8,1.6,1.6,3.0,2.1,2. Kat,3950000.0
189,Sincan,29 Ekim,4,125.0,5.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,4.0,0.302,7.3,1.8,5.8,15.4,0.846,Yüksek Giriş,1450000.0
190,Çankaya,Akpınar,5,210.0,0.0,Merkezi,26.0,Uygun değil,Eşyalı Değil,2.0,5.3,0.057,0.758,2.1,1.2,2.6,2.3,2. Kat,13900000.0
191,Mamak,Şahintepe,4,130.0,6.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,4.0,0.069,0.796,1.2,1.2,4.9,2.6,2. Kat,1545000.0
192,Sincan,Mareşal Çakmak,4,120.0,20.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.5,0.152,0.643,0.661,0.757,8.3,1.7,1. Kat,1349000.0
193,Etimesgut,Süvari,5,210.0,11.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,3.4,0.129,3.6,1.5,1.6,3.7,1.4,3. Kat,2039000.0
194,Sincan,Tandoğan,4,130.0,24.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,2.2,0.117,0.737,0.981,1.1,10.0,2.0,3. Kat,1129000.0
195,Altındağ,Başpınar,4,155.0,0.0,Kombi,18.0,Uygun,Eşyalı,2.0,4.0,0.237,1.6,3.6,3.6,6.2,3.1,9. Kat,2160000.0
196,Keçiören,Karargahtepe,5,210.0,4.0,Merkezi (Pay Ölçer),12.0,Uygun,Eşyalı Değil,2.0,0.898,0.091,2.6,0.865,1.5,0.913,0.884,3. Kat,3650000.0
197,Yenimahalle,Mehmet Akif Ersoy,5,180.0,5.0,Merkezi,11.0,Uygun,Eşyalı Değil,3.0,0.982,0.109,2.6,0.434,0.374,1.2,0.46,7. Kat,5350000.0
198,Çankaya,Doğuş,3,100.0,35.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.6,0.181,1.8,0.569,0.538,1.5,1.3,1. Kat,1650000.0
199,Etimesgut,Piyade,4,145.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.8,0.039,3.1,1.3,1.3,4.1,1.8,2. Kat,1940000.0
200,Keçiören,Kafkas,5,165.0,11.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,5.1,0.133,2.2,3.9,1.2,5.2,3.1,1. Kat,1450000.0
201,Keçiören,İncirli,4,130.0,16.0,Kombi,2.0,Uygun,Eşyalı Değil,1.0,1.9,0.011,1.1,0.974,0.974,1.6,1.9,1. Kat,1549000.0
202,Çankaya,Kırkkonaklar,5,195.0,18.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,4.8,0.139,1.8,1.6,1.6,3.0,2.1,2. Kat,3950000.0
203,Sincan,29 Ekim,4,125.0,5.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,4.0,0.302,7.3,1.8,5.8,15.4,0.846,Yüksek Giriş,1450000.0
204,Çankaya,Akpınar,5,210.0,0.0,Merkezi,26.0,Uygun değil,Eşyalı Değil,2.0,5.3,0.057,0.758,2.1,1.2,2.6,2.3,2. Kat,13900000.0
205,Mamak,Şahintepe,4,130.0,6.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,4.0,0.069,0.796,1.2,1.2,4.9,2.6,2. Kat,1545000.0
206,Sincan,Mareşal Çakmak,4,120.0,20.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.5,0.152,0.643,0.661,0.757,8.3,1.7,1. Kat,1349000.0
207,Etimesgut,Süvari,5,210.0,11.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,3.4,0.129,3.6,1.5,1.6,3.7,1.4,3. Kat,2039000.0
208,Sincan,Tandoğan,4,130.0,24.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,2.2,0.117,0.737,0.981,1.1,10.0,2.0,3. Kat,1129000.0
209,Altındağ,Başpınar,4,155.0,0.0,Kombi,18.0,Uygun,Eşyalı,2.0,4.0,0.237,1.6,3.6,3.6,6.2,3.1,9. Kat,2160000.0
210,Keçiören,Karargahtepe,5,210.0,4.0,Merkezi (Pay Ölçer),12.0,Uygun,Eşyalı Değil,2.0,0.898,0.091,2.6,0.865,1.5,0.913,0.884,3. Kat,3650000.0
211,Yenimahalle,Mehmet Akif Ersoy,5,180.0,5.0,Merkezi,11.0,Uygun,Eşyalı Değil,3.0,0.982,0.109,2.6,0.434,0.374,1.2,0.46,7. Kat,5350000.0
212,Çankaya,Doğuş,3,100.0,35.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.6,0.181,1.8,0.569,0.538,1.5,1.3,1. Kat,1650000.0
213,Çankaya,Keklik Pınarı,4,140.0,25.0,Kombi,10.0,Bilinmiyor,Eşyalı Değil,1.0,5.8,0.201,0.794,2.0,1.1,2.0,1.7,8. Kat,2600000.0
214,Yenimahalle,Işınlar,5,400.0,13.0,Merkezi (Pay Ölçer),5.0,Uygun,Eşyalı Değil,2.0,0.394,0.097,3.6,0.788,1.4,1.2,1.0,4. Kat,4300000.0
215,Etimesgut,Şeker,3,90.0,0.0,Merkezi (Pay Ölçer),9.0,Uygun,Eşyalı Değil,2.0,1.3,0.045,4.9,0.502,0.491,3.8,1.6,5. Kat,2650000.0
216,Çankaya,Ayrancı,4,128.0,31.0,Merkezi,4.0,Uygun,Eşyalı Değil,1.0,1.6,0.194,2.2,0.788,0.788,0.932,1.4,4. Kat,1950000.0
217,Etimesgut,Göksu,3,70.0,15.0,Kombi,11.0,Uygun,Eşyalı Değil,1.0,0.726,0.156,5.2,1.7,1.7,6.0,0.435,10. Kat,1750000.0
218,Çankaya,Çiğdem,4,105.0,25.0,Merkezi,11.0,Uygun,Eşyalı Değil,1.0,3.2,0.094,1.0,1.6,1.4,2.3,1.4,8. Kat,2850000.0
219,Yenimahalle,Demetevler,4,165.0,27.0,Kombi,8.0,Uygun,Eşyalı Değil,1.0,0.488,0.042,2.4,0.62,0.936,2.3,1.5,6. Kat,1350000.0
220,Çankaya,Kazım Özalp,5,188.0,30.0,Kombi,2.0,Uygun,Eşyalı Değil,2.0,3.8,0.185,3.2,0.558,0.557,1.7,1.4,Yüksek Giriş,2490000.0
221,Keçiören,Çaldıran,4,125.0,20.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,1.2,0.066,2.0,1.7,1.7,4.1,1.5,Kot 1,1300000.0
222,Mamak,Şahintepe,5,120.0,5.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,4.0,0.069,0.796,1.2,1.2,4.9,2.6,1. Kat,1675000.0
223,Sincan,Fevzi Çakmak,2,65.0,12.0,Kombi,7.0,Uygun,Eşyalı,1.0,6.3,0.076,9.6,5.0,8.5,18.2,3.0,Yüksek Giriş,825000.0
224,Sincan,Mustafa Kemal,5,166.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,3.6,0.163,6.8,3.8,6.0,15.7,1.7,1. Kat,2300000.0
225,Mamak,Şahintepe,6,165.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,4.0,0.089,1.0,1.1,1.1,5.0,2.5,4. Kat,2320000.0
226,Keçiören,Karakaya,5,175.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,4.7,0.128,2.5,3.6,0.704,5.1,3.1,2. Kat,2749000.0
227,Etimesgut,İstasyon,4,115.0,11.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.6,0.128,4.6,1.1,1.1,2.8,0.71,1. Kat,1870000.0
228,Keçiören,Yayla,3,125.0,20.0,Kombi,6.0,Uygun,Eşyalı,1.0,2.6,0.064,0.803,1.6,1.6,0.982,2.5,Ara Kat,1195000.0
229,Gölbaşı,Hacılar,4,160.0,5.0,Merkezi,4.0,Uygun,Eşyalı Değil,2.0,15.2,0.297,7.4,6.9,6.9,6.7,7.3,2. Kat,5250000.0
230,Yenimahalle,Pamuklar,5,210.0,5.0,Kombi,15.0,Uygun,Eşyalı Değil,2.0,2.6,0.125,1.0,2.5,2.6,1.7,2.2,5. Kat,5490000.0
231,Mamak,Türközü,4,105.0,30.0,Kombi,2.0,Uygun,Eşyalı Değil,1.0,2.6,0.039,1.8,1.7,1.7,2.8,2.7,2. Kat,978000.0
232,Mamak,Altıağaç,4,130.0,1.0,Kombi,14.0,Uygun,Eşyalı Değil,2.0,3.4,0.068,2.5,1.2,1.1,5.1,3.6,12. Kat,2100000.0
233,Keçiören,Yayla,4,125.0,10.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.8,0.101,0.942,1.5,1.5,0.981,2.6,2. Kat,1749000.0
234,Çankaya,Bahçelievler,5,240.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,0.836,0.127,2.1,0.185,0.178,1.2,1.6,Çatı Katı,7500000.0
235,Keçiören,Yayla,4,130.0,12.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.1,0.035,1.4,2.0,2.0,0.409,2.4,3. Kat,1950000.0
236,Pursaklar,Fatih,4,135.0,5.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,5.8,0.017,0.756,0.837,0.858,8.8,6.0,3. Kat,2600000.0
237,Keçiören,Osmangazi,4,130.0,10.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,1.5,0.219,0.694,0.348,0.338,3.6,0.729,1. Kat,1850000.0
238,Çankaya,Murat,4,110.0,31.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.7,0.102,2.8,0.588,0.776,1.4,1.0,En Üst Kat,1700000.0
239,Çankaya,Emek,2,65.0,0.0,Kombi,3.0,Uygun,Eşyalı,1.0,0.467,0.469,2.8,0.688,0.817,1.7,1.5,1. Kat,2950000.0
240,Keçiören,Tepebaşı,3,110.0,30.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.592,0.227,1.3,1.1,0.449,2.8,1.5,Kot 1,785000.0
241,Çankaya,Murat,4,110.0,31.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.7,0.102,2.8,0.588,0.776,1.4,1.0,En Üst Kat,1700000.0
242,Çankaya,Emek,2,65.0,0.0,Kombi,3.0,Uygun,Eşyalı,1.0,0.467,0.469,2.8,0.688,0.817,1.7,1.5,1. Kat,2950000.0
243,Keçiören,Tepebaşı,3,110.0,30.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.592,0.227,1.3,1.1,0.449,2.8,1.5,Kot 1,785000.0
244,Mamak,Şehit Cengiz Topel,3,85.0,10.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.6,0.086,2.3,1.7,1.7,1.8,2.4,Yüksek Giriş,1250000.0
245,Çankaya,Yukarı Öveçler,5,210.0,25.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.7,0.11,1.4,1.2,1.7,1.4,1.1,Yüksek Giriş,2800000.0
246,Pursaklar,Mimar Sinan,5,190.0,0.0,Kombi,13.0,Uygun,Eşyalı Değil,2.0,4.1,0.193,1.7,1.8,0.224,7.0,4.2,En Üst Kat,2990000.0
247,Çankaya,Bademlidere,5,195.0,0.0,Merkezi,34.0,Uygun,Eşyalı Değil,2.0,3.6,0.233,2.2,1.1,1.8,2.4,2.0,19. Kat,5000000.0
248,Çankaya,Ayrancı,5,165.0,0.0,Kombi,5.0,Uygun,Eşyalı Değil,2.0,1.6,0.091,2.0,0.378,0.378,0.53,0.971,4. Kat,6800000.0
249,Keçiören,Adnan Menderes,4,135.0,20.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,0.298,0.124,0.274,0.43,0.419,3.9,1.5,2. Kat,1875000.0
250,Çankaya,Sancak,5,235.0,25.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,5.0,0.174,2.8,0.582,1.3,2.4,0.557,2. Kat,4150000.0
251,Çankaya,Oran,6,275.0,15.0,Merkezi (Pay Ölçer),8.0,Uygun,Eşyalı Değil,3.0,7.5,0.183,0.536,0.445,0.415,1.6,0.144,Ara Kat,19900000.0
252,Yenimahalle,Demetlale,4,115.0,44.0,Kombi,6.0,Uygun değil,Eşyalı Değil,2.0,0.314,0.278,2.8,0.788,0.771,2.1,1.2,Yüksek Giriş,1125000.0
253,Çankaya,Aşağı Öveçler,4,145.0,27.0,Merkezi,13.0,Uygun,Eşyalı Değil,1.0,2.4,0.112,1.8,1.1,1.4,1.1,1.4,8. Kat,3400000.0
254,Keçiören,Etlik,4,130.0,15.0,Kombi,7.0,Uygun,Eşyalı Değil,1.0,3.0,0.082,1.6,1.2,1.2,1.4,1.7,3. Kat,3500000.0
255,Gölbaşı,İncek,3,95.0,0.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,9.0,0.24,7.0,2.3,4.5,1.9,3.2,3. Kat,2250000.0
256,Keçiören,Esertepe,4,120.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.5,0.021,0.727,1.6,1.6,1.1,2.5,2. Kat,1750000.0
257,Çankaya,Maltepe,4,140.0,40.0,Merkezi,4.0,Uygun,Eşyalı,1.0,0.242,0.125,1.1,0.245,0.246,0.9,0.833,3. Kat,3000000.0
258,Çankaya,Aşıkpaşa,4,150.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.7,0.106,2.7,0.997,1.0,1.9,1.5,1. Kat,2000000.0
259,Çankaya,Bağcılar,5,215.0,0.0,Merkezi,27.0,Uygun,Eşyalı Değil,2.0,3.7,0.156,2.3,0.814,1.7,2.2,1.8,21 ve üzeri,5100000.0
260,Etimesgut,Piyade,4,150.0,5.0,Kombi,11.0,Uygun,Eşyalı Değil,2.0,4.5,0.14,2.6,1.5,1.5,4.6,2.3,Zemin,2195000.0
261,Keçiören,Yayla,5,185.0,11.0,Kombi,5.0,Uygun değil,Eşyalı Değil,2.0,3.2,0.157,1.3,1.1,1.1,1.3,1.9,4. Kat,2650000.0
262,Etimesgut,Fatih Sultan,3,117.0,0.0,Merkezi (Pay Ölçer),19.0,Uygun,Eşyalı Değil,2.0,1.8,0.14,6.2,1.8,3.0,1.1,1.4,1. Kat,3900000.0
263,Keçiören,Ayvalı,5,200.0,4.0,Merkezi (Pay Ölçer),15.0,Uygun,Eşyalı Değil,2.0,2.7,0.051,1.3,2.3,2.3,1.5,2.0,5. Kat,3250000.0
264,Sincan,Menderes,4,130.0,0.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,5.0,0.467,8.4,3.0,7.0,16.6,1.5,1. Kat,1699000.0
265,Çankaya,Akpınar,7,390.0,14.0,Merkezi (Pay Ölçer),14.0,Uygun,Eşyalı Değil,4.0,5.5,0.045,1.2,2.6,1.6,2.9,2.3,14. Kat,7800000.0
266,Yenimahalle,Turgut Özal,5,295.0,0.0,Merkezi (Pay Ölçer),27.0,Uygun,Eşyalı Değil,2.0,1.9,0.104,0.514,3.1,3.2,5.3,3.5,Bahçe Katı,4550000.0
267,Çankaya,Akpınar,4,145.0,12.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,5.4,0.071,0.683,2.0,1.1,2.5,2.1,2. Kat,3500000.0
268,Çankaya,Bağcılar,4,135.0,11.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.0,0.04,2.4,1.1,1.4,2.2,1.8,En Üst Kat,2050000.0
269,Etimesgut,Yapracık,4,137.0,10.0,Merkezi (Pay Ölçer),6.0,Uygun,Eşyalı Değil,1.0,11.3,0.095,10.4,8.9,10.6,3.6,2.3,4. Kat,1650000.0
270,Etimesgut,Yeni Bağlıca,4,140.0,11.0,Kombi,6.0,Uygun,Eşyalı Değil,2.0,5.0,0.288,5.6,4.0,5.8,2.2,4.1,1. Kat,2970000.0
271,Çankaya,Ata,4,140.0,11.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,4.0,0.096,0.721,0.986,0.875,2.7,1.6,3. Kat,3100000.0
272,Çankaya,İlkbahar,3,129.0,5.0,Merkezi (Pay Ölçer),14.0,Uygun,Eşyalı Değil,2.0,7.5,0.717,2.3,1.4,1.4,1.3,0.137,2. Kat,4450000.0
273,Çankaya,Alacaatlı,5,250.0,0.0,Kombi,2.0,Uygun,Eşyalı Değil,2.0,5.8,0.159,6.8,3.6,3.6,5.3,5.3,Bahçe Katı,6950000.0
274,Keçiören,Emrah,4,105.0,28.0,Kombi,2.0,Uygun,Eşyalı Değil,1.0,1.7,0.09,1.9,0.794,1.0,0.797,1.6,2. Kat,1375000.0
275,Keçiören,Etlik,4,145.0,30.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.6,0.123,1.7,0.647,0.647,1.3,1.3,3. Kat,2275000.0
276,Altındağ,Örnek,3,95.0,31.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,1.3,0.107,2.0,0.58,0.577,2.4,2.2,3. Kat,775000.0
277,Yenimahalle,Emniyet,4,170.0,25.0,Merkezi,10.0,Uygun,Eşyalı Değil,1.0,1.1,0.119,2.0,0.279,0.366,0.682,1.0,2. Kat,4650000.0
278,Keçiören,Aktepe,4,115.0,13.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.4,0.197,1.3,1.2,1.2,4.7,2.5,Yüksek Giriş,1100000.0
279,Etimesgut,Oğuzlar,4,125.0,15.0,Merkezi (Pay Ölçer),5.0,Uygun,Eşyalı Değil,1.0,4.0,0.182,0.45,1.9,0.536,6.8,2.3,3. Kat,1600000.0
280,Gölbaşı,Karşıyaka,4,135.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,12.5,0.056,2.1,1.7,0.664,6.6,0.379,Yüksek Giriş,2100000.0
281,Altındağ,Güneşevler,4,130.0,20.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,1.9,0.14,1.9,0.773,0.769,3.2,0.848,3. Kat,2200000.0
282,Gölbaşı,Taşpınar,3,85.0,0.0,Kombi,2.0,Uygun,Eşyalı Değil,1.0,8.3,0.142,4.6,3.1,3.1,3.7,2.7,1. Kat,2400000.0
283,Gölbaşı,İncek,3,90.0,0.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,8.9,0.624,7.4,3.1,5.0,2.9,4.0,3. Kat,2499999.0
284,Çankaya,Yaşamkent,2,50.0,0.0,Merkezi (Pay Ölçer),3.0,Bilinmiyor,Eşyalı Değil,1.0,5.1,0.213,7.8,2.4,3.8,3.4,4.6,Giriş Katı,1720000.0
285,Mamak,Türközü,5,250.0,3.0,Kombi,3.0,Uygun,Eşyalı,2.0,2.5,0.158,2.0,1.8,1.8,2.7,2.5,3. Kat,2575000.0
286,Çankaya,Tınaztepe,4,120.0,25.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.977,0.267,1.1,0.595,0.605,0.892,1.1,1. Kat,2350000.0
287,Çankaya,Şehit Cengiz Karaca,4,140.0,17.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.4,0.071,0.41,0.644,0.481,2.4,2.1,2. Kat,3100000.0
288,Keçiören,Yayla,4,155.0,13.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.3,0.207,1.4,1.4,1.4,1.2,2.0,1. Kat,2500000.0
289,Altındağ,Başpınar,5,185.0,0.0,Merkezi (Pay Ölçer),10.0,Uygun,Eşyalı Değil,2.0,4.5,0.173,1.4,3.9,3.9,6.6,3.5,1. Kat,2475000.0
290,Çankaya,Sokullu Mehmet Paşa,4,100.0,30.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.3,0.091,2.2,1.6,1.8,1.6,2.1,1. Kat,1750000.0
